Year_and_month,Industry,Salary
2008-11-01,Industrial,36659
2008-12-01,Industrial,40199
2009-01-01,Industrial,64503
2009-02-01,Industrial,36917
2009-03-01,Industrial,35670
2009-04-01,Industrial,36606
2009-05-01,Industrial,38009
2009-06-01,Industrial,36898
2009-07-01,Industrial,38705
2009-08-01,Industrial,37581
2009-09-01,Industrial,38966
2009-10-01,Industrial,38810
2009-11-01,Industrial,37872
2009-12-01,Industrial,43133
2010-01-01,Industrial,54661
2010-02-01,Industrial,63119
2010-03-01,Industrial,38872
2010-04-01,Industrial,38835
2010-05-01,Industrial,39471
2010-06-01,Industrial,41069
2010-07-01,Industrial,42247
2010-08-01,Industrial,40195
2010-09-01,Industrial,41313
2010-10-01,Industrial,39675
2010-11-01,Industrial,39249
2010-12-01,Industrial,43729
2011-01-01,Industrial,78402
2011-02-01,Industrial,47382
2011-03-01,Industrial,39346
2011-04-01,Industrial,39323
2011-05-01,Industrial,41549
2011-06-01,Industrial,40655
2011-07-01,Industrial,42548
2011-08-01,Industrial,43381
2011-09-01,Industrial,42224
2011-10-01,Industrial,40030
2011-11-01,Industrial,39184
2011-12-01,Industrial,44430
2012-01-01,Industrial,83527
2012-02-01,Industrial,41768
2012-03-01,Industrial,39895
2012-04-01,Industrial,39818
2012-05-01,Industrial,40610
2012-06-01,Industrial,42566
2012-07-01,Industrial,41352
2012-08-01,Industrial,41655
2012-09-01,Industrial,45761
2012-10-01,Industrial,40531
2012-11-01,Industrial,39664
2012-12-01,Industrial,46827
2013-01-01,Industrial,60700
2013-02-01,Industrial,60173
2013-03-01,Industrial,40618
2013-04-01,Industrial,40763
2013-05-01,Industrial,41290
2013-06-01,Industrial,42503
2013-07-01,Industrial,42469
2013-08-01,Industrial,43242
2013-09-01,Industrial,43677
2013-10-01,Industrial,42201
2013-11-01,Industrial,42077
2013-12-01,Industrial,45704
2014-01-01,Industrial,83258
2014-02-01,Industrial,41703
2014-03-01,Industrial,40988
2014-04-01,Industrial,41235
2014-05-01,Industrial,44341
2014-06-01,Industrial,42080
2014-07-01,Industrial,47176
2014-08-01,Industrial,46843
2014-09-01,Industrial,44456
2014-10-01,Industrial,42584
2014-11-01,Industrial,43142
2014-12-01,Industrial,45361
2015-01-01,Industrial,51434
2015-02-01,Industrial,84384
2015-03-01,Industrial,42107
2015-04-01,Industrial,42438
2015-05-01,Industrial,43307
2015-06-01,Industrial,44121
2015-07-01,Industrial,50090
2015-08-01,Industrial,46767
2015-09-01,Industrial,44700
2015-10-01,Industrial,42847
2015-11-01,Industrial,42703
2015-12-01,Industrial,45833
2016-01-01,Industrial,75181
2016-02-01,Industrial,57674
2016-03-01,Industrial,42361
2016-04-01,Industrial,42377
2016-05-01,Industrial,45848
2016-06-01,Industrial,45234
2016-07-01,Industrial,48408
2016-08-01,Industrial,46712
2016-09-01,Industrial,45440
2016-10-01,Industrial,43260
2016-11-01,Industrial,44467
2016-12-01,Industrial,47008
2017-01-01,Industrial,91324
2017-02-01,Industrial,44792
2017-03-01,Industrial,43307
2017-04-01,Industrial,43215
2017-05-01,Industrial,50023
2017-06-01,Industrial,44054
2017-07-01,Industrial,51949
2017-08-01,Industrial,46904
2017-09-01,Industrial,45678
2017-10-01,Industrial,44748
2017-11-01,Industrial,46017
2017-12-01,Industrial,47193
2018-01-01,Industrial,57804
2018-02-01,Industrial,86325
2018-03-01,Industrial,44789
2018-04-01,Industrial,44442
2018-05-01,Industrial,47006
2018-06-01,Industrial,48526
2018-07-01,Industrial,56158
2018-08-01,Industrial,49756
2018-09-01,Industrial,47599
2018-10-01,Industrial,45322
2018-11-01,Industrial,47428
2018-12-01,Industrial,49155
2019-01-01,Industrial,90215
2019-02-01,Industrial,55563
2019-03-01,Industrial,43955
2019-04-01,Industrial,44530
2019-05-01,Industrial,49606
2019-06-01,Industrial,47412
2019-07-01,Industrial,57949
2019-08-01,Industrial,50514
2019-09-01,Industrial,49268
2019-10-01,Industrial,46094
2019-11-01,Industrial,48227
2019-12-01,Industrial,51048
2020-01-01,Industrial,96476
2020-02-01,Industrial,49681
2020-03-01,Industrial,45739
2020-04-01,Industrial,45289
2020-05-01,Industrial,47315
2020-06-01,Industrial,48549
2020-07-01,Industrial,57693
1980-01-01,Mining_and_quarrying,11403
1980-02-01,Mining_and_quarrying,8490
1980-03-01,Mining_and_quarrying,10124
1980-04-01,Mining_and_quarrying,11051
1980-05-01,Mining_and_quarrying,11224
1980-06-01,Mining_and_quarrying,12256
1980-07-01,Mining_and_quarrying,12200
1980-08-01,Mining_and_quarrying,12054
1980-09-01,Mining_and_quarrying,11919
1980-10-01,Mining_and_quarrying,13023
1980-11-01,Mining_and_quarrying,12744
1980-12-01,Mining_and_quarrying,12058
1981-01-01,Mining_and_quarrying,15297
1981-02-01,Mining_and_quarrying,17388
1981-03-01,Mining_and_quarrying,13589
1981-04-01,Mining_and_quarrying,13656
1981-05-01,Mining_and_quarrying,13883
1981-06-01,Mining_and_quarrying,13459
1981-07-01,Mining_and_quarrying,14217
1981-08-01,Mining_and_quarrying,14660
1981-09-01,Mining_and_quarrying,14316
1981-10-01,Mining_and_quarrying,15200
1981-11-01,Mining_and_quarrying,15157
1981-12-01,Mining_and_quarrying,16283
1982-01-01,Mining_and_quarrying,17287
1982-02-01,Mining_and_quarrying,13818
1982-03-01,Mining_and_quarrying,15591
1982-04-01,Mining_and_quarrying,15922
1982-05-01,Mining_and_quarrying,15023
1982-06-01,Mining_and_quarrying,14577
1982-07-01,Mining_and_quarrying,14496
1982-08-01,Mining_and_quarrying,14505
1982-09-01,Mining_and_quarrying,14859
1982-10-01,Mining_and_quarrying,15238
1982-11-01,Mining_and_quarrying,15190
1982-12-01,Mining_and_quarrying,15861
1983-01-01,Mining_and_quarrying,15607
1983-02-01,Mining_and_quarrying,12404
1983-03-01,Mining_and_quarrying,14355
1983-04-01,Mining_and_quarrying,14259
1983-05-01,Mining_and_quarrying,14392
1983-06-01,Mining_and_quarrying,14331
1983-07-01,Mining_and_quarrying,14916
1983-08-01,Mining_and_quarrying,14987
1983-09-01,Mining_and_quarrying,15045
1983-10-01,Mining_and_quarrying,15342
1983-11-01,Mining_and_quarrying,15827
1983-12-01,Mining_and_quarrying,16558
1984-01-01,Mining_and_quarrying,17986
1984-02-01,Mining_and_quarrying,12961
1984-03-01,Mining_and_quarrying,16049
1984-04-01,Mining_and_quarrying,15676
1984-05-01,Mining_and_quarrying,16318
1984-06-01,Mining_and_quarrying,15218
1984-07-01,Mining_and_quarrying,15018
1984-08-01,Mining_and_quarrying,15011
1984-09-01,Mining_and_quarrying,15887
1984-10-01,Mining_and_quarrying,16349
1984-11-01,Mining_and_quarrying,16280
1984-12-01,Mining_and_quarrying,16521
1985-01-01,Mining_and_quarrying,17739
1985-02-01,Mining_and_quarrying,14710
1985-03-01,Mining_and_quarrying,15264
1985-04-01,Mining_and_quarrying,16497
1985-05-01,Mining_and_quarrying,16799
1985-06-01,Mining_and_quarrying,16515
1985-07-01,Mining_and_quarrying,16412
1985-08-01,Mining_and_quarrying,16551
1985-09-01,Mining_and_quarrying,16112
1985-10-01,Mining_and_quarrying,16543
1985-11-01,Mining_and_quarrying,16209
1985-12-01,Mining_and_quarrying,16511
1986-01-01,Mining_and_quarrying,20825
1986-02-01,Mining_and_quarrying,14297
1986-03-01,Mining_and_quarrying,16467
1986-04-01,Mining_and_quarrying,17159
1986-05-01,Mining_and_quarrying,16968
1986-06-01,Mining_and_quarrying,16540
1986-07-01,Mining_and_quarrying,16883
1986-08-01,Mining_and_quarrying,16450
1986-09-01,Mining_and_quarrying,16263
1986-10-01,Mining_and_quarrying,17103
1986-11-01,Mining_and_quarrying,16503
1986-12-01,Mining_and_quarrying,20829
1987-01-01,Mining_and_quarrying,21071
1987-02-01,Mining_and_quarrying,15074
1987-03-01,Mining_and_quarrying,17317
1987-04-01,Mining_and_quarrying,17154
1987-05-01,Mining_and_quarrying,17359
1987-06-01,Mining_and_quarrying,17513
1987-07-01,Mining_and_quarrying,17793
1987-08-01,Mining_and_quarrying,18024
1987-09-01,Mining_and_quarrying,17314
1987-10-01,Mining_and_quarrying,17796
1987-11-01,Mining_and_quarrying,17490
1987-12-01,Mining_and_quarrying,20632
1988-01-01,Mining_and_quarrying,20286
1988-02-01,Mining_and_quarrying,19631
1988-03-01,Mining_and_quarrying,18605
1988-04-01,Mining_and_quarrying,17907
1988-05-01,Mining_and_quarrying,18493
1988-06-01,Mining_and_quarrying,19072
1988-07-01,Mining_and_quarrying,19266
1988-08-01,Mining_and_quarrying,19123
1988-09-01,Mining_and_quarrying,19182
1988-10-01,Mining_and_quarrying,19797
1988-11-01,Mining_and_quarrying,20611
1988-12-01,Mining_and_quarrying,25605
1989-01-01,Mining_and_quarrying,24011
1989-02-01,Mining_and_quarrying,21695
1989-03-01,Mining_and_quarrying,20479
1989-04-01,Mining_and_quarrying,19849
1989-05-01,Mining_and_quarrying,20001
1989-06-01,Mining_and_quarrying,20364
1989-07-01,Mining_and_quarrying,23625
1989-08-01,Mining_and_quarrying,21380
1989-09-01,Mining_and_quarrying,21210
1989-10-01,Mining_and_quarrying,21385
1989-11-01,Mining_and_quarrying,22915
1989-12-01,Mining_and_quarrying,23511
1990-01-01,Mining_and_quarrying,44797
1990-02-01,Mining_and_quarrying,22030
1990-03-01,Mining_and_quarrying,22549
1990-04-01,Mining_and_quarrying,22609
1990-05-01,Mining_and_quarrying,22050
1990-06-01,Mining_and_quarrying,22545
1990-07-01,Mining_and_quarrying,26273
1990-08-01,Mining_and_quarrying,24349
1990-09-01,Mining_and_quarrying,24498
1990-10-01,Mining_and_quarrying,25448
1990-11-01,Mining_and_quarrying,26128
1990-12-01,Mining_and_quarrying,34432
1991-01-01,Mining_and_quarrying,31192
1991-02-01,Mining_and_quarrying,34200
1991-03-01,Mining_and_quarrying,26816
1991-04-01,Mining_and_quarrying,33583
1991-05-01,Mining_and_quarrying,27242
1991-06-01,Mining_and_quarrying,27211
1991-07-01,Mining_and_quarrying,28342
1991-08-01,Mining_and_quarrying,25491
1991-09-01,Mining_and_quarrying,26704
1991-10-01,Mining_and_quarrying,26731
1991-11-01,Mining_and_quarrying,26870
1991-12-01,Mining_and_quarrying,29402
1992-01-01,Mining_and_quarrying,53220
1992-02-01,Mining_and_quarrying,29865
1992-03-01,Mining_and_quarrying,26902
1992-04-01,Mining_and_quarrying,26831
1992-05-01,Mining_and_quarrying,27514
1992-06-01,Mining_and_quarrying,29191
1992-07-01,Mining_and_quarrying,29685
1992-08-01,Mining_and_quarrying,27462
1992-09-01,Mining_and_quarrying,28394
1992-10-01,Mining_and_quarrying,37186
1992-11-01,Mining_and_quarrying,31037
1992-12-01,Mining_and_quarrying,35795
1993-01-01,Mining_and_quarrying,57128
1993-02-01,Mining_and_quarrying,28995
1993-03-01,Mining_and_quarrying,29123
1993-04-01,Mining_and_quarrying,29802
1993-05-01,Mining_and_quarrying,30669
1993-06-01,Mining_and_quarrying,30145
1993-07-01,Mining_and_quarrying,31462
1993-08-01,Mining_and_quarrying,29386
1993-09-01,Mining_and_quarrying,30622
1993-10-01,Mining_and_quarrying,33407
1993-11-01,Mining_and_quarrying,31136
1993-12-01,Mining_and_quarrying,32651
1994-01-01,Mining_and_quarrying,49043
1994-02-01,Mining_and_quarrying,40365
1994-03-01,Mining_and_quarrying,30453
1994-04-01,Mining_and_quarrying,32809
1994-05-01,Mining_and_quarrying,31452
1994-06-01,Mining_and_quarrying,31327
1994-07-01,Mining_and_quarrying,33265
1994-08-01,Mining_and_quarrying,30298
1994-09-01,Mining_and_quarrying,30649
1994-10-01,Mining_and_quarrying,32452
1994-11-01,Mining_and_quarrying,31730
1994-12-01,Mining_and_quarrying,32426
1995-01-01,Mining_and_quarrying,64563
1995-02-01,Mining_and_quarrying,31081
1995-03-01,Mining_and_quarrying,31329
1995-04-01,Mining_and_quarrying,32384
1995-05-01,Mining_and_quarrying,32390
1995-06-01,Mining_and_quarrying,31823
1995-07-01,Mining_and_quarrying,32572
1995-08-01,Mining_and_quarrying,32432
1995-09-01,Mining_and_quarrying,33268
1995-10-01,Mining_and_quarrying,34483
1995-11-01,Mining_and_quarrying,34307
1995-12-01,Mining_and_quarrying,35865
1996-01-01,Mining_and_quarrying,52636
1996-02-01,Mining_and_quarrying,53612
1996-03-01,Mining_and_quarrying,34380
1996-04-01,Mining_and_quarrying,34493
1996-05-01,Mining_and_quarrying,32643
1996-06-01,Mining_and_quarrying,33344
1996-07-01,Mining_and_quarrying,33114
1996-08-01,Mining_and_quarrying,32433
1996-09-01,Mining_and_quarrying,34096
1996-10-01,Mining_and_quarrying,33770
1996-11-01,Mining_and_quarrying,34248
1996-12-01,Mining_and_quarrying,38426
1997-01-01,Mining_and_quarrying,58977
1997-02-01,Mining_and_quarrying,48200
1997-03-01,Mining_and_quarrying,34013
1997-04-01,Mining_and_quarrying,34756
1997-05-01,Mining_and_quarrying,34638
1997-06-01,Mining_and_quarrying,35068
1997-07-01,Mining_and_quarrying,35229
1997-08-01,Mining_and_quarrying,34527
1997-09-01,Mining_and_quarrying,36368
1997-10-01,Mining_and_quarrying,35532
1997-11-01,Mining_and_quarrying,35578
1997-12-01,Mining_and_quarrying,38550
1998-01-01,Mining_and_quarrying,79434
1998-02-01,Mining_and_quarrying,37238
1998-03-01,Mining_and_quarrying,36372
1998-04-01,Mining_and_quarrying,36861
1998-05-01,Mining_and_quarrying,36904
1998-06-01,Mining_and_quarrying,35988
1998-07-01,Mining_and_quarrying,36066
1998-08-01,Mining_and_quarrying,35859
1998-09-01,Mining_and_quarrying,36015
1998-10-01,Mining_and_quarrying,36600
1998-11-01,Mining_and_quarrying,35976
1998-12-01,Mining_and_quarrying,36242
1999-01-01,Mining_and_quarrying,50061
1999-02-01,Mining_and_quarrying,63384
1999-03-01,Mining_and_quarrying,41109
1999-04-01,Mining_and_quarrying,38060
1999-05-01,Mining_and_quarrying,38224
1999-06-01,Mining_and_quarrying,37581
1999-07-01,Mining_and_quarrying,38416
1999-08-01,Mining_and_quarrying,36664
1999-09-01,Mining_and_quarrying,37012
1999-10-01,Mining_and_quarrying,38053
1999-11-01,Mining_and_quarrying,38408
1999-12-01,Mining_and_quarrying,38191
2000-01-01,Mining_and_quarrying,72885
2000-02-01,Mining_and_quarrying,53392
2000-03-01,Mining_and_quarrying,38866
2000-04-01,Mining_and_quarrying,38962
2000-05-01,Mining_and_quarrying,38641
2000-06-01,Mining_and_quarrying,38709
2000-07-01,Mining_and_quarrying,39380
2000-08-01,Mining_and_quarrying,38234
2000-09-01,Mining_and_quarrying,40254
2000-10-01,Mining_and_quarrying,38739
2000-11-01,Mining_and_quarrying,38431
2000-12-01,Mining_and_quarrying,38952
2001-01-01,Mining_and_quarrying,84403
2001-02-01,Mining_and_quarrying,39003
2001-03-01,Mining_and_quarrying,40359
2001-04-01,Mining_and_quarrying,39092
2001-05-01,Mining_and_quarrying,39609
2001-06-01,Mining_and_quarrying,39080
2001-07-01,Mining_and_quarrying,39562
2001-08-01,Mining_and_quarrying,38373
2001-09-01,Mining_and_quarrying,40826
2001-10-01,Mining_and_quarrying,40994
2001-11-01,Mining_and_quarrying,41158
2001-12-01,Mining_and_quarrying,43858
2002-01-01,Mining_and_quarrying,56487
2002-02-01,Mining_and_quarrying,64542
2002-03-01,Mining_and_quarrying,41057
2002-04-01,Mining_and_quarrying,40590
2002-05-01,Mining_and_quarrying,40445
2002-06-01,Mining_and_quarrying,40958
2002-07-01,Mining_and_quarrying,42246
2002-08-01,Mining_and_quarrying,41828
2002-09-01,Mining_and_quarrying,46040
2002-10-01,Mining_and_quarrying,41262
2002-11-01,Mining_and_quarrying,40748
2002-12-01,Mining_and_quarrying,40900
2003-01-01,Mining_and_quarrying,71197
2003-02-01,Mining_and_quarrying,81365
2003-03-01,Mining_and_quarrying,41076
2003-04-01,Mining_and_quarrying,41216
2003-05-01,Mining_and_quarrying,42154
2003-06-01,Mining_and_quarrying,41719
2003-07-01,Mining_and_quarrying,43147
2003-08-01,Mining_and_quarrying,42760
2003-09-01,Mining_and_quarrying,41825
2003-10-01,Mining_and_quarrying,41045
2003-11-01,Mining_and_quarrying,41250
2003-12-01,Mining_and_quarrying,41619
2004-01-01,Mining_and_quarrying,90755
2004-02-01,Mining_and_quarrying,40672
2004-03-01,Mining_and_quarrying,44458
2004-04-01,Mining_and_quarrying,41686
2004-05-01,Mining_and_quarrying,41822
2004-06-01,Mining_and_quarrying,41856
2004-07-01,Mining_and_quarrying,41802
2004-08-01,Mining_and_quarrying,44089
2004-09-01,Mining_and_quarrying,41539
2004-10-01,Mining_and_quarrying,41143
2004-11-01,Mining_and_quarrying,41341
2004-12-01,Mining_and_quarrying,41923
2005-01-01,Mining_and_quarrying,64281
2005-02-01,Mining_and_quarrying,57075
2005-03-01,Mining_and_quarrying,43922
2005-04-01,Mining_and_quarrying,41879
2005-05-01,Mining_and_quarrying,42090
2005-06-01,Mining_and_quarrying,43446
2005-07-01,Mining_and_quarrying,44346
2005-08-01,Mining_and_quarrying,55051
2005-09-01,Mining_and_quarrying,42719
2005-10-01,Mining_and_quarrying,43201
2005-11-01,Mining_and_quarrying,42635
2005-12-01,Mining_and_quarrying,49880
2006-01-01,Mining_and_quarrying,100910
2006-02-01,Mining_and_quarrying,42278
2006-03-01,Mining_and_quarrying,43320
2006-04-01,Mining_and_quarrying,43646
2006-05-01,Mining_and_quarrying,43811
2006-06-01,Mining_and_quarrying,42937
2006-07-01,Mining_and_quarrying,55047
2006-08-01,Mining_and_quarrying,46782
2006-09-01,Mining_and_quarrying,41418
2006-10-01,Mining_and_quarrying,42733
2006-11-01,Mining_and_quarrying,58391
2006-12-01,Mining_and_quarrying,78516
2007-01-01,Mining_and_quarrying,71245
2007-02-01,Mining_and_quarrying,60797
